0.000000, 0.003086, 0.006173, 0.009259, 0.012346, 0.015432, 0.018519, 0.021605, 0.024691, 0.027778, 0.037037, 0.046296, 0.055556, 0.064815, 0.074074, 0.083333, 0.092593, 0.101852, 0.111111, 0.126543, 0.141975, 0.157407, 0.172840, 0.188272, 0.203704, 0.219136, 0.234568, 0.250000, 0.271605, 0.293210, 0.314815, 0.336420, 0.358025, 0.379630, 0.401235, 0.422840, 0.444444, 0.472222, 0.500000, 0.527778, 0.555556, 0.583333, 0.611111, 0.638889, 0.666667, 0.694444, 0.728395, 0.762346, 0.796296, 0.830247, 0.864198, 0.898148, 0.932099, 0.966049, 1.000000
0.003086, 0.006173, 0.009259, 0.012346, 0.015432, 0.018519, 0.021605, 0.024691, 0.027778, 0.030864, 0.040123, 0.049383, 0.058642, 0.067901, 0.077160, 0.086420, 0.095679, 0.104938, 0.114198, 0.129630, 0.145062, 0.160494, 0.175926, 0.191358, 0.206790, 0.222222, 0.237654, 0.253086, 0.274691, 0.296296, 0.317901, 0.339506, 0.361111, 0.382716, 0.404321, 0.425926, 0.447531, 0.475309, 0.503086, 0.530864, 0.558642, 0.586420, 0.614198, 0.641975, 0.669753, 0.697531, 0.731481, 0.765432, 0.799383, 0.833333, 0.867284, 0.901235, 0.935185, 0.969136, 1.003086
0.006173, 0.009259, 0.012346, 0.015432, 0.018519, 0.021605, 0.024691, 0.027778, 0.030864, 0.033951, 0.043210, 0.052469, 0.061728, 0.070988, 0.080247, 0.089506, 0.098765, 0.108025, 0.117284, 0.132716, 0.148148, 0.163580, 0.179012, 0.194444, 0.209877, 0.225309, 0.240741, 0.256173, 0.277778, 0.299383, 0.320988, 0.342593, 0.364198, 0.385802, 0.407407, 0.429012, 0.450617, 0.478395, 0.506173, 0.533951, 0.561728, 0.589506, 0.617284, 0.645062, 0.672840, 0.700617, 0.734568, 0.768519, 0.802469, 0.836420, 0.870370, 0.904321, 0.938272, 0.972222, 1.006173
0.009259, 0.012346, 0.015432, 0.018519, 0.021605, 0.024691, 0.027778, 0.030864, 0.033951, 0.037037, 0.046296, 0.055556, 0.064815, 0.074074, 0.083333, 0.092593, 0.101852, 0.111111, 0.120370, 0.135802, 0.151235, 0.166667, 0.182099, 0.197531, 0.212963, 0.228395, 0.243827, 0.259259, 0.280864, 0.302469, 0.324074, 0.345679, 0.367284, 0.388889, 0.410494, 0.432099, 0.453704, 0.481481, 0.509259, 0.537037, 0.564815, 0.592593, 0.620370, 0.648148, 0.675926, 0.703704, 0.737654, 0.771605, 0.805556, 0.839506, 0.873457, 0.907407, 0.941358, 0.975309, 1.009259
0.012346, 0.015432, 0.018519, 0.021605, 0.024691, 0.027778, 0.030864, 0.033951, 0.037037, 0.040123, 0.049383, 0.058642, 0.067901, 0.077160, 0.086420, 0.095679, 0.104938, 0.114198, 0.123457, 0.138889, 0.154321, 0.169753, 0.185185, 0.200617, 0.216049, 0.231481, 0.246914, 0.262346, 0.283951, 0.305556, 0.327160, 0.348765, 0.370370, 0.391975, 0.413580, 0.435185, 0.456790, 0.484568, 0.512346, 0.540123, 0.567901, 0.595679, 0.623457, 0.651235, 0.679012, 0.706790, 0.740741, 0.774691, 0.808642, 0.842593, 0.876543, 0.910494, 0.944444, 0.978395, 1.012346
0.015432, 0.018519, 0.021605, 0.024691, 0.027778, 0.030864, 0.033951, 0.037037, 0.040123, 0.043210, 0.052469, 0.061728, 0.070988, 0.080247, 0.089506, 0.098765, 0.108025, 0.117284, 0.126543, 0.141975, 0.157407, 0.172840, 0.188272, 0.203704, 0.219136, 0.234568, 0.250000, 0.265432, 0.287037, 0.308642, 0.330247, 0.351852, 0.373457, 0.395062, 0.416667, 0.438272, 0.459877, 0.487654, 0.515432, 0.543210, 0.570988, 0.598765, 0.626543, 0.654321, 0.682099, 0.709877, 0.743827, 0.777778, 0.811728, 0.845679, 0.879630, 0.913580, 0.947531, 0.981481, 1.015432
0.018519, 0.021605, 0.024691, 0.027778, 0.030864, 0.033951, 0.037037, 0.040123, 0.043210, 0.046296, 0.055556, 0.064815, 0.074074, 0.083333, 0.092593, 0.101852, 0.111111, 0.120370, 0.129630, 0.145062, 0.160494, 0.175926, 0.191358, 0.206790, 0.222222, 0.237654, 0.253086, 0.268519, 0.290123, 0.311728, 0.333333, 0.354938, 0.376543, 0.398148, 0.419753, 0.441358, 0.462963, 0.490741, 0.518519, 0.546296, 0.574074, 0.601852, 0.629630, 0.657407, 0.685185, 0.712963, 0.746914, 0.780864, 0.814815, 0.848765, 0.882716, 0.916667, 0.950617, 0.984568, 1.018519
0.021605, 0.024691, 0.027778, 0.030864, 0.033951, 0.037037, 0.040123, 0.043210, 0.046296, 0.049383, 0.058642, 0.067901, 0.077160, 0.086420, 0.095679, 0.104938, 0.114198, 0.123457, 0.132716, 0.148148, 0.163580, 0.179012, 0.194444, 0.209877, 0.225309, 0.240741, 0.256173, 0.271605, 0.293210, 0.314815, 0.336420, 0.358025, 0.379630, 0.401235, 0.422840, 0.444444, 0.466049, 0.493827, 0.521605, 0.549383, 0.577160, 0.604938, 0.632716, 0.660494, 0.688272, 0.716049, 0.750000, 0.783951, 0.817901, 0.851852, 0.885802, 0.919753, 0.953704, 0.987654, 1.021605
0.024691, 0.027778, 0.030864, 0.033951, 0.037037, 0.040123, 0.043210, 0.046296, 0.049383, 0.052469, 0.061728, 0.070988, 0.080247, 0.089506, 0.098765, 0.108025, 0.117284, 0.126543, 0.135802, 0.151235, 0.166667, 0.182099, 0.197531, 0.212963, 0.228395, 0.243827, 0.259259, 0.274691, 0.296296, 0.317901, 0.339506, 0.361111, 0.382716, 0.404321, 0.425926, 0.447531, 0.469136, 0.496914, 0.524691, 0.552469, 0.580247, 0.608025, 0.635802, 0.663580, 0.691358, 0.719136, 0.753086, 0.787037, 0.820988, 0.854938, 0.888889, 0.922840, 0.956790, 0.990741, 1.024691
0.027778, 0.030864, 0.033951, 0.037037, 0.040123, 0.043210, 0.046296, 0.049383, 0.052469, 0.055556, 0.064815, 0.074074, 0.083333, 0.092593, 0.101852, 0.111111, 0.120370, 0.129630, 0.138889, 0.154321, 0.169753, 0.185185, 0.200617, 0.216049, 0.231481, 0.246914, 0.262346, 0.277778, 0.299383, 0.320988, 0.342593, 0.364198, 0.385802, 0.407407, 0.429012, 0.450617, 0.472222, 0.500000, 0.527778, 0.555556, 0.583333, 0.611111, 0.638889, 0.666667, 0.694444, 0.722222, 0.756173, 0.790123, 0.824074, 0.858025, 0.891975, 0.925926, 0.959877, 0.993827, 1.027778
